STATION_NAME,STN_ID,LAT,LON,ENSEMBLE,RCP,MODEL,CLIMATOLOGY,Annual,DJF,MAM,JJA,SON,NDJFMA,MJJASO,January,February,March,April,May,June,July,August,September,October,November,December
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp85,ACCESS1-0,2080-2099,57.16,57.48,57.15,62.01,52.02,56.2,58.16,58.64,56.88,56.22,56.81,58.42,63.58,64.47,57.98,53.95,50.55,51.57,56.81
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp85,ACCESS1-0,2080-2099,63.29,58.99,66.13,74.95,53.3,59.05,67.65,58.13,62.8,65.3,61.44,71.64,78.07,76.83,69.93,58.32,51.14,50.43,55.48
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp85,ACCESS1-0,2080-2099,43.7,44.74,46.9,53.73,29.62,42.83,44.78,45.89,48.61,40.38,46.06,54.26,60.13,59.96,41.11,27.8,25.43,35.64,39.13
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp85,ACCESS1-0,2080-2099,50.06,44.06,55.98,66.23,34.37,45.18,55.26,47.49,45.05,50.35,53.74,63.84,70.44,71.61,56.65,38.14,30.91,34.07,38.44
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp85,ACCESS1-0,2080-2099,66.42,71.39,72.11,64.67,57.54,70.49,62.37,71.45,74.91,73.72,70.74,71.87,69.7,67.51,56.81,52.85,55.49,64.28,67.66
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp85,ACCESS1-0,2080-2099,68.19,78.43,69.54,58.3,66.37,75.56,60.76,79.22,80.92,78.8,70.24,59.58,56.08,58.78,60.04,64.11,65.98,69.02,75.54
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp85,ACCESS1-0,2080-2099,63.5,59.82,66.52,78.64,49.43,59.02,68.29,62.86,59.41,60.94,64.51,74.12,81.71,82.98,70.63,54.73,43.98,48.98,55.84
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp85,ACCESS1-0,2080-2099,75.57,73.47,81.3,80.52,67.29,74.77,76.6,73.81,76.58,81.25,79.27,83.37,83.46,81.97,76.12,69.9,64.75,67.23,69.18
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp85,ACCESS1-0,2080-2099,65.29,58.89,68.63,73.27,60.44,60.71,69.91,58.22,60.04,62.95,68.9,74.04,75.94,74.66,69.21,66.21,59.38,55.72,58.17
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp85,ACCESS1-0,2080-2099,59.15,47.62,58.43,74.24,56.26,49.96,68.36,48.3,47.29,51.58,58.42,65.28,72.77,75.65,74.3,69.01,53.18,46.59,47.48
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp85,ACCESS1-0,2080-2099,65.77,60.49,68.82,73.49,60.52,62.46,69.25,59.98,63.34,66.93,67.29,72.24,76.79,74.19,69.48,62.25,60.54,58.79,57.49
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp85,ACCESS1-0,2080-2099,51.88,43.58,56.94,65.01,42.12,46.28,57.45,42.72,44.46,49.24,59.17,61.32,70.38,67.21,57.43,47.76,40.57,38.02,43.03
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp85,ACCESS1-0,2080-2099,74.42,65.12,77.51,85.35,69.78,68.11,80.75,64.7,69.52,72.76,75.64,84.12,87.4,86,82.64,73.78,70.53,65.03,60.92
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp85,ACCESS1-0,2080-2099,71.17,67.46,75.68,78.87,63.05,68.55,74.09,68.44,69.47,74.05,73.06,79.92,81.34,80.54,74.74,67.22,60.75,61.19,63.3
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp85,ACCESS1-0,2080-2099,74.54,75.04,78.26,77.26,67.81,74.54,74.76,74.67,78.04,75.75,78.97,80.06,79.12,79.86,72.79,67.48,69.23,66.71,71.73
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp85,ACCESS1-0,2080-2099,37.1,28.17,41.1,50.25,28.56,31.33,42.79,24.73,32.64,33.35,43.81,46.14,57.82,51.6,41.32,33.59,26.26,25.83,27.57
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp85,ACCESS1-0,2080-2099,69.03,65.92,73.4,76.21,60.98,66.79,71.57,67.58,67.91,72.86,70.19,77.17,79.2,77.76,71.68,64.8,58.8,59.34,61.08
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp85,ACCESS1-0,2080-2099,60.8,51.17,66.4,78.47,47.39,53.03,68.76,53.43,52.68,61.47,61.27,76.46,82.55,82.33,70.53,56.62,44.07,41.48,46.73
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp85,ACCESS1-0,2080-2099,55.26,56.92,57.42,65.72,41.23,54.29,56.35,58.33,57.18,53.22,55.96,63.08,69.72,71.16,56.27,41.66,36.2,45.83,54.55
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp85,ACCESS1-0,2080-2099,74.12,66.84,78.07,83.75,68.04,69.42,79,65.72,69.04,75.59,74.61,84.02,87.12,85.23,78.9,72.61,66.09,65.42,65.05
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp85,ACCESS1-0,2080-2099,37.15,49.26,37.75,36.85,24.68,42.05,32.27,50.84,53.1,38.43,35.2,39.6,42,42.07,26.5,20.93,22.55,30.56,44.08
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp85,ACCESS1-0,2080-2099,68.76,74.95,73.75,67.23,59.06,73.1,64.51,76.93,77.28,76.23,71.32,73.7,70.79,70.22,60.69,55.8,55.18,65.94,70.12
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp85,ACCESS1-0,2080-2099,60.39,46.06,61.32,76.02,58.16,50.31,70.49,44.49,47.48,52.78,61.26,69.91,76.79,78.05,73.22,68.22,56.75,49.5,46.23
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp85,ACCESS1-0,2080-2099,42.55,54.2,42.3,38.03,35.44,47.83,37.21,55.27,58.96,47.61,39.52,39.77,43.63,36.32,34.15,35.12,34.26,36.92,49.12
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp85,ACCESS1-0,2080-2099,72.04,76.2,79.28,74.05,58.85,75.29,68.93,78.63,77.87,79.43,78,80.41,79.27,77.86,65.02,56.99,54.06,65.49,71.48
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp85,ACCESS1-0,2080-2099,65.46,67.38,67.51,68.51,58.65,65.73,65.41,67.53,69.88,65.42,67.87,69.23,69.99,71.68,63.85,58.25,59.47,58.23,64.1
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp85,ACCESS1-0,2080-2099,66.57,71.96,71.95,64.15,58.33,70.82,62.4,73.49,73.23,73.65,71.02,71.18,67.77,66.84,57.84,55.33,55.45,64.22,68.78
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp85,ACCESS1-0,2080-2099,33.74,46.32,32.87,30.84,24.84,39.13,28.32,47.9,47.61,33.88,30.6,34.12,36.32,34.35,21.86,19.27,24.01,31.23,43.73
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp85,ACCESS1-0,2080-2099,64.48,69.23,64.03,63.39,61.44,66.53,62.59,69.41,70.67,64.91,62.84,64.34,64.84,65.31,60.02,57.75,63.26,63.3,67.16
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp85,ACCESS1-0,2080-2099,62.43,53.15,64.91,79.17,52.82,54.31,70.77,56.81,52.1,56.69,63.14,74.9,81.62,82.18,73.69,62.71,49.54,46.23,49.56
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp85,ACCESS1-0,2080-2099,71.95,74.22,78.21,73.18,62.35,74.26,69.74,74.66,77.87,78.73,76.75,79.16,76.98,76.06,66.49,60.85,58.9,67.28,69.62
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp85,ACCESS1-0,2080-2099,49.27,40.6,53.46,67.03,36.08,42.27,56.35,42.39,41.24,49.19,48.71,62.48,72.43,70.76,57.9,40.28,34.22,33.73,37.86
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2020-2039,63.19,54.07,65.1,75.38,58.16,56.67,69.7,52.79,55.23,60.15,62.66,72.5,78,77.9,70.24,62.93,56.64,54.89,54.3
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2020-2039,73.14,64.09,75.19,82.08,71.26,67.43,78.92,63.81,64.95,68.88,76.53,80.16,83.93,82.49,79.8,76.37,70.77,66.66,63.32
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2020-2039,40.29,35.78,45.22,51.94,28.42,35.42,45.25,31.08,38.77,35.44,41.28,58.94,64.68,51.57,39.58,29.44,27.32,28.49,36.92
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp85,CESM1-CAM5,2020-2039,65.99,64.12,72.01,71.9,55.95,64.82,67.19,64.79,66.32,67.9,71.71,76.43,77.98,71.11,66.6,56.41,54.62,56.83,61.2
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp85,CESM1-CAM5,2020-2039,64.63,64.53,70.38,65.98,57.6,65.41,63.82,64.95,66.3,68.59,70.95,71.61,70.38,65.17,62.37,56.47,56.94,59.4,62.45
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2020-2039,54.61,69.17,55.59,41.15,52.55,64.09,45.15,69.52,72.62,67.65,52.9,46.21,42.15,40.23,41.07,48.5,52.74,56.42,65.36
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2020-2039,72.96,75,76.88,73.04,66.89,74.53,71.41,74.42,78.38,74.81,77.83,77.98,75.79,71.52,71.82,65.44,65.93,69.29,72.34
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp85,CESM1-CAM5,2020-2039,72.61,65.95,76.77,81.05,66.55,68.8,76.37,65.25,70.7,72.67,75.24,82.4,84.55,82.66,75.92,70.19,62.52,66.95,62.3
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp85,CESM1-CAM5,2020-2039,57.59,56.69,57.28,64.65,51.73,55.77,59.41,57.72,57.31,55.79,56.62,59.44,65.35,67.5,61.09,52.68,50.39,52.12,55.05
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2020-2039,63.56,59.48,65.55,73.57,55.75,59.78,67.47,56.05,65.32,63.66,62.74,70.24,75.58,74.37,70.75,61.56,52.31,53.37,56.8
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2020-2039,48.57,44.56,53.78,58.87,36.88,45,52.03,43.92,49.37,45.74,53.2,62.42,66.92,59.65,50.04,37.06,36.06,37.53,40.88
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2020-2039,56.22,43.26,61.54,72.53,47.45,48.06,64.41,41.81,47.61,53.31,59.87,71.46,77.86,75.08,64.65,53.01,44.39,44.95,40.69
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2020-2039,66.53,70.32,72.41,65.17,58.25,70.32,62.75,70.65,73.25,74.93,71.03,71.27,70.65,65.62,59.23,53.71,56,65.03,66.99
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2020-2039,71.02,80.52,73.61,60.42,69.59,77.44,64.64,81.29,83.03,79.96,73.05,67.81,58.69,60.81,61.76,69.17,69.56,70.03,77.1
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp85,CESM1-CAM5,2020-2039,68.6,58.11,71.57,82.99,61.5,61.26,76.04,58.09,62.67,65.08,69.82,79.81,85.86,85.17,77.54,69.22,57.26,57.47,53.72
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2020-2039,77.07,72.38,82.02,81.61,72.2,75.16,78.96,70.97,77.13,80.38,80.68,85,82.6,83.14,79.08,75.16,68.79,72.65,69.21
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2020-2039,65.2,58.33,67.64,73.63,61.41,60.15,70.38,57.47,59.5,62.04,67.13,73.74,74.9,74.31,71.68,67.27,60.36,56.61,57.43
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2020-2039,58.85,48.14,58.07,74.64,54.64,50.02,67.78,48.66,48.7,51.13,58.18,64.9,73.31,76.23,74.37,66.03,51.82,46.07,46.78
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp85,CESM1-CAM5,2020-2039,68.07,62.24,71.16,75.54,63.37,64.51,71.69,61.94,65.05,68.61,69.89,74.97,77.39,77.04,72.2,65.63,62.9,61.59,59.66
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2020-2039,53.85,45.23,58.36,66.73,45.13,47.21,60.36,41.45,51.78,51.66,56.43,65.96,70.62,68.4,61.18,52.82,43.2,39.37,41.92
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp85,CESM1-CAM5,2020-2039,77.3,68.23,80.02,87.35,73.67,71.3,83.34,68.11,72.25,75.08,78.39,86.59,88.04,89.13,84.89,77.42,73.95,69.65,64.15
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp85,CESM1-CAM5,2020-2039,72.52,66.59,75.62,79.54,68.27,68.78,76.22,65.25,69.39,71.35,74.31,81.19,80.21,81.67,76.74,72.27,65.22,67.31,65.33
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp85,CESM1-CAM5,2020-2039,73.96,74.28,79.21,76.11,66.28,74.09,73.86,74.54,76.92,74.14,80.54,82.94,79.13,73.76,75.45,64.22,67.67,66.94,71.25
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2020-2039,40.72,32.26,44.69,55.02,30.63,34.32,46.99,28.14,38.24,39.33,44.66,50.08,60.24,57.37,47.44,37.68,29.13,25.07,30.67
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp85,CESM1-CAM5,2020-2039,70.81,65.18,73.63,77.23,67.1,67.36,74.22,63.92,68.09,70.17,71.87,78.84,78.48,79.08,74.13,70.68,64.1,66.52,63.81
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2020-2039,65.72,53.24,71.33,80.08,58.16,57.61,73.86,51.59,57.31,63.9,67.61,82.46,84.16,82.33,73.75,65.74,54.71,54.04,51
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2020-2039,59.48,55.91,60.88,70.42,50.57,55.75,63.21,56.9,57.63,57.38,58.59,66.67,73.29,72.44,65.53,53.65,47.68,50.36,53.59
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2020-2039,74.71,65.99,77.53,84.68,70.72,69.1,80.38,64.36,68.38,72.74,75.18,84.67,86.42,86.7,80.92,75.44,68.11,68.61,65
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2020-2039,41.76,50.16,44.94,41.79,29.95,45.01,38.38,49.82,55.08,44.32,40.96,49.55,51.83,39.88,33.65,26.07,29.28,34.48,46.15
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp85,CESM1-CAM5,2020-2039,70.14,72.9,74.75,69.68,62.99,72.91,67.39,72.95,77.65,76.36,72.72,75.16,72.6,71.29,65.15,60.57,58.95,69.19,68.29
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2020-2039,61.54,47.31,62.19,77.94,58.89,51.42,71.8,45.29,48.58,53.36,62.95,70.25,78.83,79.4,75.59,67.93,58.8,49.93,47.57
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2020-2039,40.83,53.68,40.5,35.78,33.51,46.72,35.08,55.87,57.53,46.93,36.2,38.37,38.83,36.3,32.22,31.97,32.77,35.79,47.21
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp85,CESM1-CAM5,2020-2039,73.53,73.32,80.43,77.1,63.3,74.52,72.66,73.44,77.8,79.81,78.72,82.76,82.27,78.74,70.29,63.28,58.64,67.97,68.69
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2020-2039,67.24,68.38,70.87,69.3,60.56,67.62,66.99,68.75,69.82,68.11,72.18,72.32,72.22,66.83,68.85,60.19,61.52,59.97,66.06
SYDNEY-AIRPORT-AMO,66037,-33.94,151.17,r1i1p1,rcp85,CESM1-CAM5,2020-2039,67.34,69.95,72.7,66.28,60.39,70.18,64.55,70.4,73.01,73.64,71.74,72.72,70.03,67.18,61.64,58.35,57.37,65.47,66.56
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,r1i1p1,rcp85,CESM1-CAM5,2020-2039,37.25,47.88,37.67,35.04,28.41,41.19,33.3,46.89,51.59,38.96,32.5,41.57,43.36,34.19,27.57,24.56,28.54,32.13,45.09
TOWNSVILLE-AERO,32040,-19.25,146.77,r1i1p1,rcp85,CESM1-CAM5,2020-2039,64.98,69.48,66.85,63.13,60.41,67.5,62.44,67.79,72.89,65.76,66.35,68.46,65.97,61.5,61.94,55.98,60.83,64.42,67.94
WAGGA-WAGGA-AMO,72150,-35.16,147.46,r1i1p1,rcp85,CESM1-CAM5,2020-2039,68.7,53.27,70.67,83.81,66.92,58.58,78.74,51.95,57.12,62.2,68.82,80.98,85.58,85.68,80.18,75.96,64.04,60.78,51.12
WILLIAMTOWN-RAAF,61078,-32.79,151.84,r1i1p1,rcp85,CESM1-CAM5,2020-2039,72.24,72.34,78.84,74.12,63.67,73.54,71.01,72.27,76.18,78.85,77.41,80.27,78.12,75.02,69.21,63.45,60.01,67.55,68.57
WOOMERA-AERODROME,16001,-31.16,136.81,r1i1p1,rcp85,CESM1-CAM5,2020-2039,53.05,45.2,55.7,67.3,43.95,46.73,59.44,42.45,46.21,50.3,51.82,64.97,71.76,68.99,61.16,48.2,41.56,42.08,47.09
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,r1i1p1,rcp85,CESM1-CAM5,2040-2059,62.4,52.75,64.34,75.42,57.05,55.39,69.41,52.11,53.34,60.27,60.78,71.95,79.02,77.1,70.16,62.02,56.24,52.9,52.93
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,r1i1p1,rcp85,CESM1-CAM5,2040-2059,72.73,63.15,75.16,81.87,70.81,67.05,78.48,62.66,63.71,68.11,78.01,79.37,83.52,82.75,79.34,76.18,69.75,66.49,62.87
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,r1i1p1,rcp85,CESM1-CAM5,2040-2059,36.33,33.92,37.87,48.96,24.74,31.88,40.86,30.74,36.44,29.27,34.04,50.29,57.47,51.54,37.87,24.79,23.2,26.23,34.06
AMBERLEY-AMO,40004,-27.63,152.71,r1i1p1,rcp85,CESM1-CAM5,2040-2059,65.07,64,70.38,70.29,55.62,64.03,66.15,64.05,67.74,66.54,69.64,74.96,76.5,69.96,64.4,56.05,55,55.82,60.17
BRISBANE-AERO,40842,-27.39,153.13,r1i1p1,rcp85,CESM1-CAM5,2040-2059,64.01,64.68,69.11,64.74,57.48,64.94,63.06,64.51,67.87,67.62,69.22,70.5,69.28,64.42,60.52,56.17,57.44,58.84,61.77
BROOME-AIRPORT,3003,-17.95,122.23,r1i1p1,rcp85,CESM1-CAM5,2040-2059,53.96,68.02,54.72,41.46,51.64,63.12,44.81,69.38,72.1,67.3,52.75,44.09,39.78,41.63,42.97,47.66,52.72,54.54,62.56
CAIRNS-AERO,31011,-16.87,145.75,r1i1p1,rcp85,CESM1-CAM5,2040-2059,72.42,75.01,76.51,72.1,66,74.44,70.41,74.68,79.23,76.26,77.21,76.07,74.8,71.37,70.15,64.66,65.43,67.91,71.25
CANBERRA-AIRPORT-COMPARISON,70014,-35.3,149.2,r1i1p1,rcp85,CESM1-CAM5,2040-2059,72.97,67.17,76.24,81.29,67.05,69.22,76.67,66.21,72.38,72.71,74.48,81.54,84.4,83.72,75.74,70.16,64.46,66.53,63.29
CARNARVON-AIRPORT,6011,-24.89,113.67,r1i1p1,rcp85,CESM1-CAM5,2040-2059,57.06,56.8,56.56,62.52,52.36,55.93,58.19,58.07,56.59,55.16,57.1,57.41,62.55,66.15,58.84,52.87,51.31,52.89,55.73
CEDUNA-AMO,18012,-32.13,133.7,r1i1p1,rcp85,CESM1-CAM5,2040-2059,62.65,58.58,64.83,73.09,54.2,58.68,66.75,56.39,63.69,63.72,60.6,70.17,74.94,74.51,69.81,59.74,51.32,51.54,55.42
CHARLEVILLE-AERO,44021,-26.42,146.25,r1i1p1,rcp85,CESM1-CAM5,2040-2059,46.87,44.47,49.63,57.98,35.27,43.44,50.2,44.3,51.39,43.1,48.14,57.64,65.84,59.5,48.59,35.18,34.46,36.17,38.17
COBAR-MO,48027,-31.49,145.83,r1i1p1,rcp85,CESM1-CAM5,2040-2059,54.52,43.65,58.07,71.19,45.07,46.47,62.58,42.75,48.85,52.41,53.28,68.51,76.36,74.3,62.92,49.94,43.47,41.78,39.67
COFFS-HARBOUR-MO,59040,-30.31,153.12,r1i1p1,rcp85,CESM1-CAM5,2040-2059,66.36,70.86,71.8,64.34,58.48,70.21,62.52,70.92,74.89,74.32,70.28,70.8,69.83,65.17,58,54.54,56.8,64.09,66.72
DARWIN-AIRPORT,14015,-12.42,130.89,r1i1p1,rcp85,CESM1-CAM5,2040-2059,69.74,80.21,71.67,59.63,67.5,76.87,62.65,81.05,83.2,80.39,71.58,63.03,56.33,59.9,62.67,66.16,67.79,68.55,76.25
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,r1i1p1,rcp85,CESM1-CAM5,2040-2059,69.08,59.84,70.1,84.31,61.87,61.2,77.04,59.76,65.37,64.5,66.58,79.22,86.82,86.89,78.8,69.94,59.27,55.96,54.59
EAST-SALE-AIRPORT,85072,-38.12,147.13,r1i1p1,rcp85,CESM1-CAM5,2040-2059,76.54,71.55,81.7,81.5,71.36,74.55,78.53,71.49,76.19,81.08,81.05,82.99,82.74,82.97,78.8,74.73,68.94,70.4,67.13
ESPERANCE,9789,-33.83,121.89,r1i1p1,rcp85,CESM1-CAM5,2040-2059,64.18,56.59,66.02,73.2,61.11,58.83,69.66,54.74,57.46,59.29,67.67,71.1,74.49,74.22,70.89,66.88,60.38,56.08,57
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,r1i1p1,rcp85,CESM1-CAM5,2040-2059,57.57,46.62,56.32,72.82,54.61,48.87,66.36,46.74,45.84,48.7,57.68,62.57,70.84,75.21,72.43,65.37,51.76,46.69,47
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,r1i1p1,rcp85,CESM1-CAM5,2040-2059,67.86,61.63,71.36,75.32,63.17,64.2,71.57,62.29,64.03,68.38,70.47,75.23,77.4,76.25,72.31,65.09,63.15,61.26,58.49
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,r1i1p1,rcp85,CESM1-CAM5,2040-2059,48.63,38.23,52.13,62.81,41.31,41.08,56.02,36.73,39.91,43.29,52.4,59.57,65.09,65.11,58.22,48.96,39.19,35.78,37.75
LAUNCESTON-AIRPORT-COMPARISON,91104,-41.54,147.2,r1i1p1,rcp85,CESM1-CAM5,2040-2059,76.98,67.17,80.16,87.17,73.49,70.72,83.28,68.14,70.79,74.64,79.12,86.72,87.93,88.74,84.85,77.14,74.3,69.02,62.39
LAVERTON-RAAF,87031,-37.86,144.76,r1i1p1,rcp85,CESM1-CAM5,2040-2059,71.99,65.25,75.43,79.91,67.3,67.73,76.2,65.29,68.05,72.24,73.94,80.11,80.95,81.89,76.89,71.87,65.53,64.51,62.6
MACKAY-M.O,33119,-21.12,149.22,r1i1p1,rcp85,CESM1-CAM5,2040-2059,71.97,72.58,77.48,73.77,64.08,72.53,71.44,71.73,78.12,75.81,77.27,79.36,77.65,71.6,72.06,62.41,65.54,64.29,67.76
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,r1i1p1,rcp85,CESM1-CAM5,2040-2059,36.07,27.4,38.83,50.86,26.91,29.32,42.69,26.32,30.97,31.63,39.45,45.41,53.99,53.89,44.71,32.89,25.25,22.61,25.08
MELBOURNE-AIRPORT,86282,-37.68,144.84,r1i1p1,rcp85,CESM1-CAM5,2040-2059,70.22,63.92,73.33,77.55,66,66.28,74.12,64.12,66.91,70.99,71.3,77.69,79.14,79.32,74.2,70.11,64.25,63.65,60.96
MILDURA-AIRPORT,76031,-34.23,142.08,r1i1p1,rcp85,CESM1-CAM5,2040-2059,63.22,51.21,67.72,79.33,54.58,54.58,71.9,52.12,54.88,61.27,62.3,79.6,83.08,82.37,72.54,62.27,51.57,49.9,46.78
MOREE-AERO,53115,-29.49,149.85,r1i1p1,rcp85,CESM1-CAM5,2040-2059,60.35,58.29,60.38,71.45,51.17,56.4,64.32,58.56,63.51,58.04,56.42,66.68,75.38,73.4,65.57,55.42,49.46,48.62,53.18
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,r1i1p1,rcp85,CESM1-CAM5,2040-2059,74.1,64.54,77.24,84.98,69.7,67.87,80.38,63.66,66.13,72.69,74.73,84.29,86.97,86.98,81,74.6,68.44,66.07,63.62
MOUNT-ISA-AERO,29127,-20.68,139.49,r1i1p1,rcp85,CESM1-CAM5,2040-2059,39.23,49.58,39.42,40.26,27.47,42.71,35.63,49.4,56.2,41.35,34.69,42.24,47.74,39.68,33.35,24.49,26.26,31.67,43.67
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,r1i1p1,rcp85,CESM1-CAM5,2040-2059,70.29,73.55,74.14,69.88,63.36,72.92,67.69,73.21,78.61,75.57,72.15,74.69,72.47,71.92,65.26,61.12,60.1,68.67,69.03
PERTH-AIRPORT,9021,-31.93,115.98,r1i1p1,rcp85,CESM1-CAM5,2040-2059,59.13,43.78,59.06,77,56.83,48.47,69.92,42.8,43.37,49.45,60.65,67.07,76.67,79.53,74.8,65.78,55.66,49.04,44.69
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,r1i1p1,rcp85,CESM1-CAM5,2040-2059,39.68,52.38,39.56,34.33,32.59,45.49,34,55.48,56.39,46.22,35.63,36.83,35.98,34.9,32.12,31.21,32.97,33.6,44.86
RICHMOND-RAAF,67105,-33.6,150.78,r1i1p1,rcp85,CESM1-CAM5,2040-2059,73.56,74.21,79.48,77.05,63.52,74.41,72.83,73.95,79.16,78.69,77.56,82.21,81.82,78.88,70.43,64.05,59.58,66.93,69.47
ROCKHAMPTON-AERO,39083,-23.38,150.48,r1i1p1,rcp85,CESM1-CAM5,2040-2059,65.7,67.61,69.6,66.88,58.89,66.64,64.9,67.21,70.89,68.72,69.75,70.34,70.75,65.28,64.6,58.12,60.31,58.24,64.23
