,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en.title,localizations.en.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
56,1lKX_8di6co,2023-02-04 18:47:24+00:00,"['autism', 'space', 'movie', 'film', 'nasa', 'fun', 'autistic', 'ipad']",119,Autism Space Movie Sequel,"Connor made a sequel to his first space movie. Let us know what you think of it in the comments. Is he on the path for making greater things? Thanks for watching!
#autism #movies #film #space #nasa #fun #stopmotion 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",4703,337,0,613,false,public,"[array([[[ 0, 12, 19],
        [ 0,  8, 12],
        [ 0,  0,  4],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  7, 14],
        [ 0,  4,  9],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  7],
        [ 0,  0,  2],
        [ 1,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,4,47,8,177,0.672316384180791,1.9039548022598871,26.570621468926554,0.0716563895385924,Saturday,February,0,0,37,0.0,0.7229
57,04LC2aAoPMQ,2023-02-03 16:31:53+00:00,"['shorts', 'youtube', 'autism', 'autistic', 'gym', 'ASD', 'education']",56,Sweet Autism Sensory Gym! #shorts,"We found this awesome autism sensory gym in Provo, Utah. A full length video is coming soon so keep an eye out. Our kids loved it here!
#shortsvideo #shortsfeed #shortsyoutube #autism #autistic #gym 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",24970,1141,0,35,false,public,"[array([[[34, 38, 39],
        [34, 38, 39],
        [34, 38, 39],
        ...,
        [13,  8,  2],
        [12,  7,  1],
        [11,  6,  0]],

       [[34, 38, 39],
        [34, 38, 39],
        [34, 38, 39],
        ...,
        [17, 12,  6],
        [13,  8,  2],
        [10,  5,  0]],

       [[34, 38, 39],
        [34, 38, 39],
        [34, 38, 39],
        ...,
        [19, 14,  8],
        [15, 10,  4],
        [12,  7,  1]],

       ...,

       [[39, 40, 24],
        [36, 35, 14],
        [65, 66, 24],
        ...,
        [22, 32, 31],
        [22, 32, 31],
        [22, 32, 31]],

       [[34, 39, 32],
        [36, 38, 27],
        [34, 34,  8],
        ...,
        [ 8, 18, 17],
        [ 8, 18, 17],
        [ 8, 18, 17]],

       [[31, 38, 44],
        [33, 38, 32],
        [32, 34, 12],
        ...,
        [ 8, 18, 17],
        [ 8, 18, 17],
        [ 7, 17, 16]]], dtype=uint8)]",,,5,41,7,178,0.3146067415730337,6.410112359550562,140.2808988764045,0.04569483380056067,Friday,February,1,1,36,0.5093,0.8769
58,TJN56aMh_Lk,2023-01-31 19:49:15+00:00,"['autism', 'routine', 'morning', 'autistic', 'education', 'routines']",158,Are Autism Morning Routines THAT different?,"You asked for it, so here it is, our morning routine video. We had to record it on a Saturday instead of a school day because it was just too hectic. What are the differences with autism mornings vs. typical morning routines? Let us know how your routine goes in the comments! Thanks everyone.
#autism #autistic #morning #routines #education 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",27400,891,0,664,false,public,"[array([[[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [6, 0, 0],
        [7, 0, 0],
        [6, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [4, 0, 0],
        [4, 0, 0],
        [4, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,67,6,181,0.8729281767955801,4.922651933701657,151.38121546961327,0.03251824817518248,Tuesday,January,0,0,35,0.0,0.5502
59,_PJBlGeGV7Q,2023-01-27 23:08:24+00:00,"['autism', 'autistic', 'ableism', 'ableist', 'advocate', 'education']",109,Autism Ableist or Advocate?,"Is it okay for a neurotypical person to speak on behalf of someone on the autism spectrum? Most people I think would agree that it's fine if the autistic person is non-verbal, but what about those who can speak for themselves? We explore these topics in this video. Please leave a comment and feel free to share.
#autism #advocate #ableism #education 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",4603,295,0,650,false,public,"[array([[[0, 0, 9],
        [0, 0, 9],
        [3, 0, 9],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 5],
        [0, 0, 5],
        [1, 0, 5],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 1, 0],
        [0, 1, 0],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,69,6,185,0.5891891891891892,1.5945945945945945,24.88108108108108,0.06408863784488378,Friday,January,0,0,34,0.0,0.9192
60,I9_a7MxcicY,2023-01-24 21:52:17+00:00,"['autism', 'autistic', 'astronauts', 'nasa', 'space', 'rockets', 'space x', 'education']",81,Autistic Astronauts in Training,"Our sons absolutely love outer space. Many people on the spectrum have strong interests that can become obsessions. This also makes them valuable in future work settings where laser focus can be required, but for today, it's about fun.
#autism #space #nasa #education #earth 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628

Track: Jim Yosef - Samurai [NCS Release]
Music provided by NoCopyrightSounds.
Watch:
Free Download / Stream: http://NCS.io/Samurai",4798,252,0,612,false,public,"[array([[[0, 6, 0],
        [0, 9, 4],
        [0, 5, 9],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 2, 0],
        [0, 5, 2],
        [0, 4, 5],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[3, 0, 0],
        [0, 2, 0],
        [0, 2, 2],
        ...,
        [0, 0, 2],
        [0, 0, 2],
        [0, 0, 2]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,69,8,188,0.4308510638297872,1.3404255319148937,25.52127659574468,0.05252188411838266,Tuesday,January,0,0,35,0.0,0.9423
61,VgRgKULzzy8,2023-01-20 20:09:27+00:00,"['autism', 'autistic', 'textures', 'sensory input', 'education', 'flannel']",121,Autism Texture Obsession,"While most people understand that autistic people don't like strong sensory input, there are times when they crave certain textures, sights and sounds, etc. We explore that in this video.
#autism #sensory #texture #education",16735,675,0,321,false,public,"[array([[[13,  0,  0],
        [ 0,  2,  0],
        [ 0,  5,  2],
        ...,
        [ 0,  0,  2],
        [ 0,  0,  2],
        [ 0,  0,  2]],

       [[11,  0,  0],
        [ 0,  2,  0],
        [ 0,  5,  2],
        ...,
        [ 0,  0,  2],
        [ 0,  0,  2],
        [ 0,  0,  2]],

       [[ 7,  0,  0],
        [ 0,  1,  0],
        [ 0,  4,  2],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,3,34,6,192,0.6302083333333334,3.515625,87.16145833333333,0.0403346280250971,Friday,January,0,0,4,-0.34,-0.4043
62,MjYed6U4Deo,2023-01-17 22:49:14+00:00,"['autism', 'autistic', 'ASD', 'stim', 'stimming', 'education', 'behavior']",111,"Autism ""Teapot"" Behavior","Our youngest son has an interesting ""stim"" that looks like he's making motions from the little teapot song. Let us know if you have questions or comments. Thank you!
#autism #stimming #teapot #behavior #education 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",13330,580,0,130,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 3, 2],
        [0, 4, 0],
        [0, 5, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 2, 0],
        [0, 3, 0],
        [0, 3, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [3, 0, 0],
        [3, 0, 0],
        [1, 1, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,42,7,195,0.5692307692307692,2.9743589743589745,68.35897435897436,0.04351087771942986,Tuesday,January,0,0,35,0.0,0.7901
63,n6xTtcU4K5s,2023-01-13 18:55:44+00:00,"['autism', 'autistic', 'education', 'perfectionism', 'parents', 'caretaker', 'ASD']",128,Autism Family is NOT Perfect,"We appreciate all the kind comments about how well we are doing with our kids and their progress, but please understand we are just as imperfect as anyone else and struggle to be autism caretakers too. Don't diminish your accomplishments on account of us. Please leave a comment, thank you!
#autism #education #help #perfectionism 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",12705,595,0,1160,false,public,"[array([[[0, 2, 0],
        [0, 1, 0],
        [0, 1, 0],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 2, 2],
        [0, 1, 2],
        [0, 1, 2],
        ...,
        [1, 0, 0],
        [1, 0, 0],
        [1, 0, 0]],

       [[0, 1, 2],
        [0, 1, 2],
        [0, 0, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,62,7,199,0.6432160804020101,2.9899497487437188,63.84422110552764,0.046831955922865015,Friday,January,0,0,34,-0.4585,0.829
64,OicSpP6vkxA,2023-01-10 19:25:02+00:00,"['autism', 'biting', 'bite', 'autistic', 'education', 'ipad', 'sensory']",276,Autism Biting,"Alistair is biting again when we thought he had stopped years ago. How can we help him and others on the spectrum? This video aims to help. Please leave comments or questions, thanks!
#autism #bite #chewtoy #ipad #autismeducation 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",43873,1215,0,671,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 6, 0],
        [0, 5, 0],
        [0, 3, 0]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 5, 0],
        [0, 4, 0],
        [0, 2, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 2, 0],
        [0, 1, 0],
        [1, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,2,46,7,202,1.3663366336633664,6.014851485148514,217.19306930693068,0.02769357007726848,Tuesday,January,0,0,35,0.0,0.8463
65,uwap0MXLrsI,2023-01-05 23:41:06+00:00,"['autism', 'autistic', 'diagnosis', 'evaluation', 'ASD', 'education']",427,100% Certain Autism Diagnosis?,"How do you know if you or a loved one is autistic? Is it something else like obsessive compulsive disorder, or attention deficit disorder or sensory processing disorder? What if, what if...? That's what we hope to help with in this video, adding clarity to the process of discovering autism in a loved one. Thanks and please leave comments! 
#autism #diagnosis #adhd #ocd #spd   

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",111273,2008,0,801,false,public,"[array([[[3, 1, 0],
        [3, 1, 0],
        [3, 1, 0],
        ...,
        [4, 0, 0],
        [4, 0, 0],
        [4, 0, 0]],

       [[1, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [3, 0, 0],
        [4, 0, 0],
        [4, 0, 0]],

       [[0, 0, 7],
        [0, 0, 7],
        [0, 0, 7],
        ...,
        [1, 0, 0],
        [3, 0, 0],
        [3, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,72,6,207,2.0628019323671496,9.70048309178744,537.5507246376811,0.01804570740431192,Thursday,January,0,3,35,0.2732,0.9209
66,mfzulqjf24Y,2022-12-29 23:40:26+00:00,"['autism', 'bedtime', 'routine', 'autistic', 'sleep', 'education', 'schedule']",220,Autism Bedtime Routines,"Is nighttime difficult for you or a loved one on the spectrum? Have you  developed a routine or do you keep things a little looser when it comes to crashing in bed? Let us know in the comments! Thanks!
#autism #night #bedtime #routine 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",74789,1374,0,479,false,public,"[array([[[8, 0, 0],
        [7, 0, 0],
        [7, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 1, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 2, 0],
        [0, 4, 0],
        [0, 4, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,3,51,7,214,1.02803738317757,6.420560747663552,349.48130841121497,0.018371685675700973,Thursday,December,0,0,34,0.0,0.7524
67,m8vxXFBq784,2022-12-27 19:43:51+00:00,"['autism', 'space', 'space x', 'toys', 'stop motion', 'nasa', 'autistic', 'education', 'movies', 'stopmotion']",115,Autistic Kid Makes Space Movie,"Connor makes an epic space movie via stop motion animation and it's really impressive! Videos like these show the creative side of autism and how the wonderful autistic brain functions. Thanks for watching!
#autism #space #movie #aliens #planets #stopmotion 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",6420,413,0,272,false,public,"[array([[[0, 3, 0],
        [0, 4, 4],
        [0, 4, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 2, 0],
        [0, 4, 5],
        [0, 3, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 4],
        [0, 1, 7],
        [0, 3, 2],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,47,10,216,0.5324074074074074,1.912037037037037,29.72222222222222,0.06433021806853582,Tuesday,December,0,0,36,0.0,0.9353
